State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Alabama,1/1/2000,"10,099",12/25/1999,"33,472","1,806,088",1.85,,,
Alabama,1/8/2000,"17,354",1/1/2000,"45,515","1,808,070",2.52,,,
Alabama,1/15/2000,"16,782",1/8/2000,"43,927","1,808,070",2.43,,,
Alabama,1/22/2000,"10,138",1/15/2000,"33,992","1,808,070",1.88,,,
Alabama,1/29/2000,"4,761",1/22/2000,"30,091","1,808,070",1.66,,,
Alabama,2/5/2000,"5,868",1/29/2000,"30,431","1,808,070",1.68,,,
Alabama,2/12/2000,"5,768",2/5/2000,"30,946","1,808,070",1.71,,,
Alabama,2/19/2000,"4,598",2/12/2000,"29,322","1,808,070",1.62,,,
Alabama,2/26/2000,"4,441",2/19/2000,"28,056","1,808,070",1.55,,,
Alabama,3/4/2000,"4,197",2/26/2000,"27,945","1,808,070",1.55,,,
Alabama,3/11/2000,"3,585",3/4/2000,"26,745","1,808,070",1.48,,,
Alabama,3/18/2000,"3,788",3/11/2000,"25,806","1,808,070",1.43,,,
Alabama,3/25/2000,"3,810",3/18/2000,"25,328","1,808,070",1.4,,,
Alabama,4/1/2000,"3,652",3/25/2000,"24,492","1,808,070",1.35,,,
Alabama,4/8/2000,"6,473",4/1/2000,"26,251","1,813,319",1.45,,,
Alabama,4/15/2000,"3,927",4/8/2000,"24,910","1,813,319",1.37,,,
Alabama,4/22/2000,"4,054",4/15/2000,"24,453","1,813,319",1.35,,,
Alabama,4/29/2000,"3,384",4/22/2000,"23,698","1,813,319",1.31,,,
Alabama,5/6/2000,"4,550",4/29/2000,"24,126","1,813,319",1.33,,,
Alabama,5/13/2000,"3,654",5/6/2000,"23,721","1,813,319",1.31,,,
Alabama,5/20/2000,"4,251",5/13/2000,"23,826","1,813,319",1.31,,,
Alabama,5/27/2000,"4,895",5/20/2000,"24,631","1,813,319",1.36,,,
Alabama,6/3/2000,"4,838",5/27/2000,"25,244","1,813,319",1.39,,,
Alabama,6/10/2000,"3,989",6/3/2000,"26,259","1,813,319",1.45,,,
Alabama,6/17/2000,"4,469",6/10/2000,"26,997","1,813,319",1.49,,,
Alabama,6/24/2000,"4,477",6/17/2000,"27,240","1,813,319",1.5,,,
Alabama,7/1/2000,"3,866",6/24/2000,"26,988","1,813,319",1.49,,,
Alabama,7/8/2000,"4,702",7/1/2000,"26,485","1,818,839",1.46,,,
Alabama,7/15/2000,"12,321",7/8/2000,"36,009","1,818,839",1.98,,,
Alabama,7/22/2000,"8,843",7/15/2000,"32,554","1,818,839",1.79,,,
Alabama,7/29/2000,"6,841",7/22/2000,"30,616","1,818,839",1.68,,,
Alabama,8/5/2000,"6,072",7/29/2000,"29,425","1,818,839",1.62,,,
Alabama,8/12/2000,"4,775",8/5/2000,"28,514","1,818,839",1.57,,,
Alabama,8/19/2000,"4,889",8/12/2000,"28,334","1,818,839",1.56,,,
Alabama,8/26/2000,"4,979",8/19/2000,"28,243","1,818,839",1.55,,,
Alabama,9/2/2000,"4,590",8/26/2000,"28,077","1,818,839",1.54,,,
Alabama,9/9/2000,"4,976",9/2/2000,"27,893","1,818,839",1.53,,,
Alabama,9/16/2000,"5,119",9/9/2000,"28,345","1,818,839",1.56,,,
Alabama,9/23/2000,"4,294",9/16/2000,"26,854","1,818,839",1.48,,,
Alabama,9/30/2000,"4,683",9/23/2000,"27,055","1,818,839",1.49,,,
Alabama,10/7/2000,"6,052",9/30/2000,"28,187","1,818,839",1.55,,,
Alabama,10/14/2000,"5,363",10/7/2000,"28,318","1,820,517",1.56,,,
Alabama,10/21/2000,"5,654",10/14/2000,"28,912","1,820,517",1.59,,,
Alabama,10/28/2000,"5,205",10/21/2000,"28,336","1,820,517",1.56,,,
Alabama,11/4/2000,"5,926",10/28/2000,"28,779","1,820,517",1.58,,,
Alabama,11/11/2000,"4,823",11/4/2000,"28,398","1,820,517",1.56,,,
Alabama,11/18/2000,"8,487",11/11/2000,"31,991","1,820,517",1.76,,,
Alabama,11/25/2000,"4,284",11/18/2000,"27,372","1,820,517",1.5,,,
Alabama,12/2/2000,"8,903",11/25/2000,"33,865","1,820,517",1.86,,,
Alabama,12/9/2000,"7,418",12/2/2000,"33,569","1,820,517",1.84,,,
Alabama,12/16/2000,"5,477",12/9/2000,"31,739","1,820,517",1.74,,,
Alabama,12/23/2000,"6,788",12/16/2000,"32,866","1,820,517",1.81,,,
Alabama,12/30/2000,"9,483",12/23/2000,"38,562","1,820,517",2.12,,,
Alabama,1/6/2001,"13,752",12/30/2000,"47,437","1,820,517",2.61,,,
Alabama,1/13/2001,"17,570",1/6/2001,"54,383","1,823,189",2.98,,,
Alabama,1/20/2001,"15,076",1/13/2001,"44,767","1,823,189",2.46,,,
Alabama,1/27/2001,"8,331",1/20/2001,"41,430","1,823,189",2.27,,,
Alabama,2/3/2001,"8,056",1/27/2001,"39,862","1,823,189",2.19,,,
Alabama,2/10/2001,"6,895",2/3/2001,"38,765","1,823,189",2.13,,,
Alabama,2/17/2001,"5,217",2/10/2001,"37,163","1,823,189",2.04,,,
Alabama,2/24/2001,"7,079",2/17/2001,"37,774","1,823,189",2.07,,,
Alabama,3/3/2001,"5,787",2/24/2001,"36,017","1,823,189",1.98,,,
Alabama,3/10/2001,"7,928",3/3/2001,"37,538","1,823,189",2.06,,,
Alabama,3/17/2001,"5,426",3/10/2001,"35,046","1,823,189",1.92,,,
Alabama,3/24/2001,"4,626",3/17/2001,"34,123","1,823,189",1.87,,,
Alabama,3/31/2001,"5,367",3/24/2001,"34,199","1,823,189",1.88,,,
Alabama,4/7/2001,"10,372",3/31/2001,"38,799","1,823,189",2.13,,,
Alabama,4/14/2001,"5,378",4/7/2001,"34,239","1,824,502",1.88,,,
Alabama,4/21/2001,"4,613",4/14/2001,"33,371","1,824,502",1.83,,,
Alabama,4/28/2001,"7,207",4/21/2001,"35,490","1,824,502",1.95,,,
Alabama,5/5/2001,"6,024",4/28/2001,"34,358","1,824,502",1.88,,,
Alabama,5/12/2001,"5,626",5/5/2001,"34,248","1,824,502",1.88,,,
Alabama,5/19/2001,"5,096",5/12/2001,"34,065","1,824,502",1.87,,,
Alabama,5/26/2001,"5,703",5/19/2001,"35,074","1,824,502",1.92,,,
Alabama,6/2/2001,"6,851",5/26/2001,"36,551","1,824,502",2,,,
Alabama,6/9/2001,"7,438",6/2/2001,"36,926","1,824,502",2.02,,,
Alabama,6/16/2001,"7,925",6/9/2001,"38,955","1,824,502",2.14,,,
Alabama,6/23/2001,"6,391",6/16/2001,"37,984","1,824,502",2.08,,,
Alabama,6/30/2001,"5,503",6/23/2001,"36,800","1,824,502",2.02,,,
Alabama,7/7/2001,"5,141",6/30/2001,"35,287","1,824,502",1.93,,,
Alabama,7/14/2001,"16,652",7/7/2001,"48,644","1,825,062",2.67,,,
Alabama,7/21/2001,"9,058",7/14/2001,"42,876","1,825,062",2.35,,,
Alabama,7/28/2001,"7,107",7/21/2001,"39,343","1,825,062",2.16,,,
Alabama,8/4/2001,"5,751",7/28/2001,"37,755","1,825,062",2.07,,,
Alabama,8/11/2001,"4,698",8/4/2001,"36,038","1,825,062",1.97,,,
Alabama,8/18/2001,"5,679",8/11/2001,"36,935","1,825,062",2.02,,,
Alabama,8/25/2001,"5,522",8/18/2001,"36,725","1,825,062",2.01,,,
Alabama,9/1/2001,"4,320",8/25/2001,"34,772","1,825,062",1.91,,,
Alabama,9/8/2001,"4,944",9/1/2001,"33,704","1,825,062",1.85,,,
Alabama,9/15/2001,"7,328",9/8/2001,"36,161","1,825,062",1.98,,,
Alabama,9/22/2001,"5,766",9/15/2001,"35,417","1,825,062",1.94,,,
Alabama,9/29/2001,"5,257",9/22/2001,"34,104","1,825,062",1.87,,,
Alabama,10/6/2001,"6,729",9/29/2001,"35,935","1,825,062",1.97,,,
Alabama,10/13/2001,"7,139",10/6/2001,"36,205","1,822,326",1.99,,,
Alabama,10/20/2001,"5,800",10/13/2001,"36,728","1,822,326",2.02,,,
Alabama,10/27/2001,"6,529",10/20/2001,"37,457","1,822,326",2.06,,,
Alabama,11/3/2001,"8,538",10/27/2001,"39,151","1,822,326",2.15,,,
Alabama,11/10/2001,"6,021",11/3/2001,"38,439","1,822,326",2.11,,,
Alabama,11/17/2001,"8,235",11/10/2001,"39,701","1,822,326",2.18,,,
Alabama,11/24/2001,"4,181",11/17/2001,"37,107","1,822,326",2.04,,,
Alabama,12/1/2001,"11,597",11/24/2001,"46,464","1,822,326",2.55,,,
Alabama,12/8/2001,"8,136",12/1/2001,"43,123","1,822,326",2.37,,,
Alabama,12/15/2001,"6,493",12/8/2001,"42,112","1,822,326",2.31,,,
Alabama,12/22/2001,"6,700",12/15/2001,"42,817","1,822,326",2.35,,,
Alabama,12/29/2001,"5,580",12/22/2001,"44,551","1,822,326",2.44,,,
Alabama,1/5/2002,"15,926",12/29/2001,"53,210","1,822,326",2.92,,,
Alabama,1/12/2002,"20,309",1/5/2002,"62,404","1,819,587",3.43,,,
Alabama,1/19/2002,"10,934",1/12/2002,"52,085","1,819,587",2.86,,,
Alabama,1/26/2002,"8,114",1/19/2002,"47,687","1,819,587",2.62,,,
Alabama,2/2/2002,"6,746",1/26/2002,"46,964","1,819,587",2.58,,,
Alabama,2/9/2002,"6,341",2/2/2002,"45,441","1,819,587",2.5,,,
Alabama,2/16/2002,"5,196",2/9/2002,"44,793","1,819,587",2.46,,,
Alabama,2/23/2002,"5,125",2/16/2002,"44,009","1,819,587",2.42,,,
Alabama,3/2/2002,"4,602",2/23/2002,"42,381","1,819,587",2.33,,,
Alabama,3/9/2002,"5,916",3/2/2002,"43,092","1,819,587",2.37,,,
Alabama,3/16/2002,"4,779",3/9/2002,"41,220","1,819,587",2.27,,,
Alabama,3/23/2002,"5,220",3/16/2002,"41,207","1,819,587",2.26,,,
Alabama,3/30/2002,"5,436",3/23/2002,"40,956","1,819,587",2.25,,,
Alabama,4/6/2002,"7,824",3/30/2002,"41,844","1,819,587",2.3,,,
Alabama,4/13/2002,"7,375",4/6/2002,"39,057","1,812,271",2.16,,,
Alabama,4/20/2002,"5,461",4/13/2002,"40,042","1,812,271",2.21,,,
Alabama,4/27/2002,"5,631",4/20/2002,"40,048","1,812,271",2.21,,,
Alabama,5/4/2002,"5,450",4/27/2002,"39,641","1,812,271",2.19,,,
Alabama,5/11/2002,"4,902",5/4/2002,"39,424","1,812,271",2.18,,,
Alabama,5/18/2002,"5,670",5/11/2002,"39,529","1,812,271",2.18,,,
Alabama,5/25/2002,"4,123",5/18/2002,"39,476","1,812,271",2.18,,,
Alabama,6/1/2002,"4,529",5/25/2002,"39,608","1,812,271",2.19,,,
Alabama,6/8/2002,"6,079",6/1/2002,"41,370","1,812,271",2.28,,,
Alabama,6/15/2002,"5,622",6/8/2002,"42,042","1,812,271",2.32,,,
Alabama,6/22/2002,"4,528",6/15/2002,"41,309","1,812,271",2.28,,,
Alabama,6/29/2002,"4,084",6/22/2002,"40,765","1,812,271",2.25,,,
Alabama,7/6/2002,"3,687",6/29/2002,"38,180","1,812,271",2.11,,,
Alabama,7/13/2002,"10,571",7/6/2002,"45,686","1,803,850",2.53,,,
Alabama,7/20/2002,"10,153",7/13/2002,"46,141","1,803,850",2.56,,,
Alabama,7/27/2002,"5,641",7/20/2002,"41,246","1,803,850",2.29,,,
Alabama,8/3/2002,"4,141",7/27/2002,"40,955","1,803,850",2.27,,,
Alabama,8/10/2002,"3,210",8/3/2002,"39,413","1,803,850",2.18,,,
Alabama,8/17/2002,"3,281",8/10/2002,"39,168","1,803,850",2.17,,,
Alabama,8/24/2002,"4,231",8/17/2002,"37,607","1,803,850",2.08,,,
Alabama,8/31/2002,"3,464",8/24/2002,"36,753","1,803,850",2.04,,,
Alabama,9/7/2002,"4,794",8/31/2002,"36,716","1,803,850",2.04,,,
Alabama,9/14/2002,"4,739",9/7/2002,"37,693","1,803,850",2.09,,,
Alabama,9/21/2002,"4,378",9/14/2002,"36,354","1,803,850",2.02,,,
Alabama,9/28/2002,"4,574",9/21/2002,"35,824","1,803,850",1.99,,,
Alabama,10/5/2002,"5,475",9/28/2002,"36,044","1,803,850",2,,,
Alabama,10/12/2002,"5,807",10/5/2002,"36,254","1,795,445",2.02,,,
Alabama,10/19/2002,"5,876",10/12/2002,"35,782","1,795,445",1.99,,,
Alabama,10/26/2002,"5,872",10/19/2002,"36,514","1,795,445",2.03,,,
Alabama,11/2/2002,"5,571",10/26/2002,"36,061","1,795,445",2.01,,,
Alabama,11/9/2002,"5,285",11/2/2002,"36,015","1,795,445",2.01,,,
Alabama,11/16/2002,"7,126",11/9/2002,"37,736","1,795,445",2.1,,,
Alabama,11/23/2002,"6,051",11/16/2002,"37,546","1,795,445",2.09,,,
Alabama,11/30/2002,"3,942",11/23/2002,"35,008","1,795,445",1.95,,,
Alabama,12/7/2002,"10,806",11/30/2002,"43,623","1,795,445",2.43,,,
Alabama,12/14/2002,"7,117",12/7/2002,"39,539","1,795,445",2.2,,,
Alabama,12/21/2002,"6,838",12/14/2002,"41,122","1,795,445",2.29,,,
Alabama,12/28/2002,"4,012",12/21/2002,"35,652","1,795,445",1.99,,,
Alabama,1/4/2003,"12,526",12/28/2002,"48,229","1,795,445",2.69,,,
Alabama,1/11/2003,"17,975",1/4/2003,"53,802","1,787,038",3.01,,,
Alabama,1/18/2003,"11,318",1/11/2003,"49,068","1,787,038",2.75,,,
Alabama,1/25/2003,"9,884",1/18/2003,"47,423","1,787,038",2.65,,,
Alabama,2/1/2003,"6,039",1/25/2003,"42,610","1,787,038",2.38,,,
Alabama,2/8/2003,"6,069",2/1/2003,"42,322","1,787,038",2.37,,,
Alabama,2/15/2003,"4,997",2/8/2003,"40,507","1,787,038",2.27,,,
Alabama,2/22/2003,"4,072",2/15/2003,"39,326","1,787,038",2.2,,,
Alabama,3/1/2003,"5,653",2/22/2003,"39,851","1,787,038",2.23,,,
Alabama,3/8/2003,"5,358",3/1/2003,"39,906","1,787,038",2.23,,,
Alabama,3/15/2003,"5,274",3/8/2003,"39,310","1,787,038",2.2,,,
Alabama,3/22/2003,"5,052",3/15/2003,"38,080","1,787,038",2.13,,,
Alabama,3/29/2003,"5,405",3/22/2003,"38,334","1,787,038",2.15,,,
Alabama,4/5/2003,"7,616",3/29/2003,"39,859","1,787,038",2.23,,,
Alabama,4/12/2003,"5,798",4/5/2003,"37,326","1,783,165",2.09,,,
Alabama,4/19/2003,"6,927",4/12/2003,"39,452","1,783,165",2.21,,,
Alabama,4/26/2003,"5,525",4/19/2003,"37,851","1,783,165",2.12,,,
Alabama,5/3/2003,"5,001",4/26/2003,"37,086","1,783,165",2.08,,,
Alabama,5/10/2003,"5,121",5/3/2003,"36,462","1,783,165",2.04,,,
Alabama,5/17/2003,"7,375",5/10/2003,"39,135","1,783,165",2.19,,,
Alabama,5/24/2003,"5,945",5/17/2003,"37,913","1,783,165",2.13,,,
Alabama,5/31/2003,"6,167",5/24/2003,"37,992","1,783,165",2.13,,,
Alabama,6/7/2003,"9,216",5/31/2003,"42,883","1,783,165",2.4,,,
Alabama,6/14/2003,"6,604",6/7/2003,"41,933","1,783,165",2.35,,,
Alabama,6/21/2003,"5,616",6/14/2003,"40,838","1,783,165",2.29,,,
Alabama,6/28/2003,"5,066",6/21/2003,"40,208","1,783,165",2.25,,,
Alabama,7/5/2003,"5,835",6/28/2003,"40,331","1,783,165",2.26,,,
Alabama,7/12/2003,"13,739",7/5/2003,"49,069","1,780,317",2.76,,,
Alabama,7/19/2003,"7,438",7/12/2003,"44,306","1,780,317",2.49,,,
Alabama,7/26/2003,"5,473",7/19/2003,"41,418","1,780,317",2.33,,,
Alabama,8/2/2003,"5,579",7/26/2003,"40,704","1,780,317",2.29,,,
Alabama,8/9/2003,"5,748",8/2/2003,"40,424","1,780,317",2.27,,,
Alabama,8/16/2003,"5,166",8/9/2003,"39,715","1,780,317",2.23,,,
Alabama,8/23/2003,"5,897",8/16/2003,"39,394","1,780,317",2.21,,,
Alabama,8/30/2003,"4,238",8/23/2003,"37,360","1,780,317",2.1,,,
Alabama,9/6/2003,"4,234",8/30/2003,"36,511","1,780,317",2.05,,,
Alabama,9/13/2003,"4,734",9/6/2003,"36,743","1,780,317",2.06,,,
Alabama,9/20/2003,"4,290",9/13/2003,"35,596","1,780,317",2,,,
Alabama,9/27/2003,"4,057",9/20/2003,"34,874","1,780,317",1.96,,,
Alabama,10/4/2003,"4,876",9/27/2003,"34,926","1,780,317",1.96,,,
Alabama,10/11/2003,"4,670",10/4/2003,"33,785","1,778,393",1.9,,,
Alabama,10/18/2003,"4,565",10/11/2003,"34,276","1,778,393",1.93,,,
Alabama,10/25/2003,"4,639",10/18/2003,"34,563","1,778,393",1.94,,,
Alabama,11/1/2003,"4,271",10/25/2003,"33,555","1,778,393",1.89,,,
Alabama,11/8/2003,"5,123",11/1/2003,"33,579","1,778,393",1.89,,,
Alabama,11/15/2003,"3,945",11/8/2003,"33,061","1,778,393",1.86,,,
Alabama,11/22/2003,"5,783",11/15/2003,"34,923","1,778,393",1.96,,,
Alabama,11/29/2003,"2,964",11/22/2003,"31,699","1,778,393",1.78,,,
Alabama,12/6/2003,"9,158",11/29/2003,"27,548","1,778,393",1.55,,,
Alabama,12/13/2003,"6,190",12/6/2003,"34,868","1,778,393",1.96,,,
Alabama,12/20/2003,"4,772",12/13/2003,"34,362","1,778,393",1.93,,,
Alabama,12/27/2003,"5,815",12/20/2003,"35,423","1,778,393",1.99,,,
Alabama,1/3/2004,"11,674",12/27/2003,"43,847","1,778,393",2.47,,,
Alabama,1/10/2004,"15,882",1/3/2004,"51,672","1,775,820",2.91,,,
Alabama,1/17/2004,"9,032",1/10/2004,"42,674","1,775,820",2.4,,,
Alabama,1/24/2004,"5,454",1/17/2004,"37,492","1,775,820",2.11,,,
Alabama,1/31/2004,"5,690",1/24/2004,"37,343","1,775,820",2.1,,,
Alabama,2/7/2004,"4,776",1/31/2004,"36,091","1,775,820",2.03,,,
Alabama,2/14/2004,"5,422",2/7/2004,"36,418","1,775,820",2.05,,,
Alabama,2/21/2004,"4,631",2/14/2004,"34,783","1,775,820",1.96,,,
Alabama,2/28/2004,"3,855",2/21/2004,"33,295","1,775,820",1.87,,,
Alabama,3/6/2004,"4,967",2/28/2004,"33,740","1,775,820",1.9,,,
Alabama,3/13/2004,"3,929",3/6/2004,"32,436","1,775,820",1.83,,,
Alabama,3/20/2004,"4,146",3/13/2004,"31,825","1,775,820",1.79,,,
Alabama,3/27/2004,"4,568",3/20/2004,"31,597","1,775,820",1.78,,,
Alabama,4/3/2004,"4,740",3/27/2004,"32,140","1,775,820",1.81,,,
Alabama,4/10/2004,"4,541",4/3/2004,"29,854","1,773,369",1.68,,,
Alabama,4/17/2004,"4,026",4/10/2004,"29,658","1,773,369",1.67,,,
Alabama,4/24/2004,"4,334",4/17/2004,"29,723","1,773,369",1.68,,,
Alabama,5/1/2004,"3,828",4/24/2004,"29,138","1,773,369",1.64,,,
Alabama,5/8/2004,"4,021",5/1/2004,"29,077","1,773,369",1.64,,,
Alabama,5/15/2004,"5,266",5/8/2004,"30,023","1,773,369",1.69,,,
Alabama,5/22/2004,"5,414",5/15/2004,"30,152","1,773,369",1.7,,,
Alabama,5/29/2004,"5,008",5/22/2004,"29,963","1,773,369",1.69,,,
Alabama,6/5/2004,"4,404",5/29/2004,"30,634","1,773,369",1.73,,,
Alabama,6/12/2004,"5,288",6/5/2004,"32,948","1,773,369",1.86,,,
Alabama,6/19/2004,"4,064",6/12/2004,"31,237","1,773,369",1.76,,,
Alabama,6/26/2004,"3,766",6/19/2004,"31,434","1,773,369",1.77,,,
Alabama,7/3/2004,"5,312",6/26/2004,"31,633","1,773,369",1.78,,,
Alabama,7/10/2004,"6,227",7/3/2004,"33,150","1,772,774",1.87,,,
Alabama,7/17/2004,"9,119",7/10/2004,"37,055","1,772,774",2.09,,,
Alabama,7/24/2004,"5,662",7/17/2004,"34,853","1,772,774",1.97,,,
Alabama,7/31/2004,"4,668",7/24/2004,"31,605","1,772,774",1.78,,,
Alabama,8/7/2004,"4,258",7/31/2004,"31,675","1,772,774",1.79,,,
Alabama,8/14/2004,"4,067",8/7/2004,"30,914","1,772,774",1.74,,,
Alabama,8/21/2004,"3,456",8/14/2004,"29,853","1,772,774",1.68,,,
Alabama,8/28/2004,"3,509",8/21/2004,"28,622","1,772,774",1.61,,,
Alabama,9/4/2004,"3,923",8/28/2004,"28,167","1,772,774",1.59,,,
Alabama,9/11/2004,"3,367",9/4/2004,"27,692","1,772,774",1.56,,,
Alabama,9/18/2004,"2,678",9/11/2004,"26,638","1,772,774",1.5,,,
Alabama,9/25/2004,"9,342",9/18/2004,"30,215","1,772,774",1.7,,,
Alabama,10/2/2004,"8,395",9/25/2004,"31,625","1,772,774",1.78,,,
Alabama,10/9/2004,"6,711",10/2/2004,"29,868","1,775,925",1.68,,,
Alabama,10/16/2004,"4,984",10/9/2004,"28,757","1,775,925",1.62,,,
Alabama,10/23/2004,"4,569",10/16/2004,"29,085","1,775,925",1.64,,,
Alabama,10/30/2004,"4,065",10/23/2004,"27,961","1,775,925",1.57,,,
Alabama,11/6/2004,"4,220",10/30/2004,"27,839","1,775,925",1.57,,,
Alabama,11/13/2004,"3,611",11/6/2004,"27,565","1,775,925",1.55,,,
Alabama,11/20/2004,"3,613",11/13/2004,"27,324","1,775,925",1.54,,,
Alabama,11/27/2004,"2,603",11/20/2004,"26,079","1,775,925",1.47,,,
Alabama,12/4/2004,"7,689",11/27/2004,"32,129","1,775,925",1.81,,,
Alabama,12/11/2004,"5,333",12/4/2004,"28,970","1,775,925",1.63,,,
Alabama,12/18/2004,"4,328",12/11/2004,"28,609","1,775,925",1.61,,,
Alabama,12/25/2004,"4,236",12/18/2004,"28,064","1,775,925",1.58,,,
Alabama,1/1/2005,"7,965",12/25/2004,"32,436","1,775,925",1.83,,,
Alabama,1/8/2005,"15,237",1/1/2005,"42,285","1,782,461",2.37,,,
Alabama,1/15/2005,"9,522",1/8/2005,"36,726","1,782,461",2.06,,,
Alabama,1/22/2005,"4,716",1/15/2005,"30,467","1,782,461",1.71,,,
Alabama,1/29/2005,"4,242",1/22/2005,"29,644","1,782,461",1.66,,,
Alabama,2/5/2005,"4,186",1/29/2005,"28,566","1,782,461",1.6,,,
Alabama,2/12/2005,"4,242",2/5/2005,"28,796","1,782,461",1.62,,,
Alabama,2/19/2005,"3,805",2/12/2005,"28,033","1,782,461",1.57,,,
Alabama,2/26/2005,"2,707",2/19/2005,"26,436","1,782,461",1.48,,,
Alabama,3/5/2005,"3,703",2/26/2005,"26,552","1,782,461",1.49,,,
Alabama,3/12/2005,"3,994",3/5/2005,"26,379","1,782,461",1.48,,,
Alabama,3/19/2005,"3,367",3/12/2005,"25,971","1,782,461",1.46,,,
Alabama,3/26/2005,"3,285",3/19/2005,"25,501","1,782,461",1.43,,,
Alabama,4/2/2005,"4,498",3/26/2005,"26,199","1,782,461",1.47,,,
Alabama,4/9/2005,"4,469",4/2/2005,"25,197","1,790,866",1.41,,,
Alabama,4/16/2005,"3,737",4/9/2005,"24,618","1,790,866",1.37,,,
Alabama,4/23/2005,"4,075",4/16/2005,"24,321","1,790,866",1.36,,,
Alabama,4/30/2005,"3,894",4/23/2005,"25,117","1,790,866",1.4,,,
Alabama,5/7/2005,"3,829",4/30/2005,"24,847","1,790,866",1.39,,,
Alabama,5/14/2005,"4,367",5/7/2005,"25,067","1,790,866",1.4,,,
Alabama,5/21/2005,"4,449",5/14/2005,"25,806","1,790,866",1.44,,,
Alabama,5/28/2005,"4,762",5/21/2005,"25,923","1,790,866",1.45,,,
Alabama,6/4/2005,"4,870",5/28/2005,"26,916","1,790,866",1.5,,,
Alabama,6/11/2005,"5,014",6/4/2005,"29,409","1,790,866",1.64,,,
Alabama,6/18/2005,"4,092",6/11/2005,"29,131","1,790,866",1.63,,,
Alabama,6/25/2005,"3,709",6/18/2005,"28,993","1,790,866",1.62,,,
Alabama,7/2/2005,"4,282",6/25/2005,"28,932","1,790,866",1.62,,,
Alabama,7/9/2005,"5,849",7/2/2005,"30,069","1,800,707",1.67,,,
Alabama,7/16/2005,"10,003",7/9/2005,"36,244","1,800,707",2.01,,,
Alabama,7/23/2005,"5,737",7/16/2005,"32,699","1,800,707",1.82,,,
Alabama,7/30/2005,"4,619",7/23/2005,"30,555","1,800,707",1.7,,,
Alabama,8/6/2005,"3,751",7/30/2005,"29,385","1,800,707",1.63,,,
Alabama,8/13/2005,"3,485",8/6/2005,"28,735","1,800,707",1.6,,,
Alabama,8/20/2005,"3,849",8/13/2005,"28,450","1,800,707",1.58,,,
Alabama,8/27/2005,"3,183",8/20/2005,"27,602","1,800,707",1.53,,,
Alabama,9/3/2005,"5,595",8/27/2005,"26,532","1,800,707",1.47,,,
Alabama,9/10/2005,"8,376",9/3/2005,"29,017","1,800,707",1.61,,,
Alabama,9/17/2005,"6,464",9/10/2005,"30,437","1,800,707",1.69,,,
Alabama,9/24/2005,"4,113",9/17/2005,"27,991","1,800,707",1.55,,,
Alabama,10/1/2005,"3,936",9/24/2005,"28,107","1,800,707",1.56,,,
Alabama,10/8/2005,"4,963",10/1/2005,"27,849","1,809,380",1.54,,,
Alabama,10/15/2005,"3,308",10/8/2005,"26,455","1,809,380",1.46,,,
Alabama,10/22/2005,"3,562",10/15/2005,"26,180","1,809,380",1.45,,,
Alabama,10/29/2005,"3,124",10/22/2005,"25,312","1,809,380",1.4,,,
Alabama,11/5/2005,"4,435",10/29/2005,"25,809","1,809,380",1.43,,,
Alabama,11/12/2005,"3,144",11/5/2005,"24,208","1,809,380",1.34,,,
Alabama,11/19/2005,"3,781",11/12/2005,"25,036","1,809,380",1.38,,,
Alabama,11/26/2005,"2,496",11/19/2005,"23,292","1,809,380",1.29,,,
Alabama,12/3/2005,"5,820",11/26/2005,"28,378","1,809,380",1.57,,,
Alabama,12/10/2005,"3,893",12/3/2005,"26,443","1,809,380",1.46,,,
Alabama,12/17/2005,"3,622",12/10/2005,"26,254","1,809,380",1.45,,,
Alabama,12/24/2005,"3,962",12/17/2005,"26,268","1,809,380",1.45,,,
Alabama,12/31/2005,"7,161",12/24/2005,"29,743","1,809,380",1.64,,,
Alabama,1/7/2006,"15,236",12/31/2005,"41,583","1,809,380",2.3,,,
Alabama,1/14/2006,"8,235",1/7/2006,"33,939","1,820,752",1.86,,,
Alabama,1/21/2006,"3,871",1/14/2006,"28,240","1,820,752",1.55,,,
Alabama,1/28/2006,"4,108",1/21/2006,"27,930","1,820,752",1.53,,,
Alabama,2/4/2006,"3,281",1/28/2006,"26,812","1,820,752",1.47,,,
Alabama,2/11/2006,"3,794",2/4/2006,"26,342","1,820,752",1.45,,,
Alabama,2/18/2006,"3,231",2/11/2006,"25,764","1,820,752",1.42,,,
Alabama,2/25/2006,"2,962",2/18/2006,"25,085","1,820,752",1.38,,,
Alabama,3/4/2006,"3,933",2/25/2006,"25,353","1,820,752",1.39,,,
Alabama,3/11/2006,"3,891",3/4/2006,"24,723","1,820,752",1.36,,,
Alabama,3/18/2006,"3,597",3/11/2006,"24,583","1,820,752",1.35,,,
Alabama,3/25/2006,"3,489",3/18/2006,"23,506","1,820,752",1.29,,,
Alabama,4/1/2006,"5,319",3/25/2006,"25,319","1,820,752",1.39,,,
Alabama,4/8/2006,"3,781",4/1/2006,"23,770","1,820,752",1.31,,,
Alabama,4/15/2006,"3,117",4/8/2006,"22,991","1,831,201",1.26,,,
Alabama,4/22/2006,"4,038",4/15/2006,"23,635","1,831,201",1.29,,,
